mean_x_device_one,mean_y_device_one,mean_z_device_one,var_x_device_one,var_y_device_one,var_z_device_one,cor_xy_device_one,cor_yz_device_one,cor_zx_device_one,mean_x_device_two,mean_y_device_two,mean_z_device_two,var_x_device_two,var_y_device_two,var_z_device_two,cor_xy_device_two,cor_yz_device_two,cor_zx_device_two,mean_x_device_three,mean_y_device_three,mean_z_device_three,var_x_device_three,var_y_device_three,var_z_device_three,cor_xy_device_three,cor_yz_device_three,cor_zx_device_three,mean_x_device_four,mean_y_device_four,mean_z_device_four,var_x_device_four,var_y_device_four,var_z_device_four,cor_xy_device_four,cor_yz_device_four,cor_zx_device_four,activity,segment_number,first_timestamp,last_timestamp
-0.11914715719063541,-0.7530440008361203,0.6968475647993312,0.12623564824681013,0.11672831190675706,0.07827841740810909,0.21686741519990724,0.5370694210737617,0.26074833408944903,0.25631302637411346,0.6983772440159572,-0.6382320755762414,0.009643629845826467,0.021185395068996665,0.025982330040455005,0.2553465814879382,0.6892864559468105,0.4205144442228635,-1.0092954282407407,-0.19217237478956228,-0.08815367213804721,0.016951993182376113,0.041368846019391135,0.06635991448060385,-0.18136222033760396,0.1648162164742891,-0.4791654541451582,-1.0106569840604025,-0.13788210465604028,0.08689440016778494,0.02172809090772824,0.07193329068487486,0.08284607922330742,-0.4841056634374174,0.009659552322533517,0.007568389753382691,0.0,1,1414580784403,1414580789402
-0.13549396425585283,-0.7436899038461539,0.692324022784281,0.16926441154951777,0.14218796438080278,0.11386719939336819,0.20138777842475572,0.6643500626305976,0.13372246053348602,0.23934408127208479,0.7188086627650178,-0.6492035666961131,0.011203173344928102,0.011186031513344595,0.008351582505483512,-0.2745633266126822,0.3364646449361027,-0.07986099767092965,-1.0111931582225915,-0.18166982454318933,-0.03824491279069762,0.021410671267926625,0.09043280515955923,0.0670588716610458,0.11808445958075378,0.30666331071310243,-0.31017166894111736,-1.0176529947916666,-0.14412434895833334,0.05320963541666665,0.02285084433114379,0.07448461435843191,0.06926709735406807,-0.39993718411394463,0.056450428068991726,-0.28346326624250306,0.0,1,1414580786903,1414580791902
-0.022434721057046803,-0.878083709102349,0.45147008703859065,0.015039141443794903,0.004628260407779585,0.005584515181163813,0.2073458750709316,0.2670943177655351,-0.11404746185869707,0.278106689453125,0.7296066284179688,-0.616455078125,0.0030005875755758846,0.00530952933956595,0.004608490887810202,-0.2520274361979587,0.46226812006326606,-0.11660225154349783,-0.9931510416666667,-0.26388346354166675,0.1587792968749999,0.0019611433490595814,0.009132694374092977,0.0037987960062696785,-0.08329296222722703,0.6819745854977057,0.023110202467250512,-0.6022562868265993,0.06567300610269355,0.7951520412457913,0.001866357061164114,0.0070902513887094905,0.0015355429188093675,0.18001281444756276,0.07286755139402908,0.049798113998176026,1.0,2,1414580823056,1414580828055
-0.07253762059563756,-0.8708479708473155,0.49352126153523507,0.011136025716320311,0.006690048205446548,0.014868242189530926,-0.050621640407129055,0.3899727576353972,-0.20124689826084005,0.26022281718164797,0.6971888167134831,-0.6472707455524344,0.005337960664135167,0.014096594747079427,0.015512896203131338,-0.10263267596827812,0.6598057125274337,-0.1539801786665586,-0.9811888415404041,-0.19283656881313122,0.21030289877946137,0.004284895803965476,0.014525181147819838,0.00555221964375903,-0.0747005562379596,0.6285180016109381,-0.017557594579770967,-0.573854996854027,0.09018128670302016,0.8096260224412751,0.006025255422760472,0.011361181212045877,0.0023987382516358186,0.30553000841375494,0.14188531908044286,-0.07651073205867309,1.0,2,1414580825556,1414580830555
-0.04862955729166668,-0.8292220052083333,0.5509733072916667,0.007700625380278965,0.01186597446667045,0.0168667968592649,-0.28378589070004334,0.4082756726098047,-0.41684364819817665,0.2659567330629771,0.6895239444179391,-0.6659522602576338,0.005193698514651784,0.014176341755225379,0.016828616997096046,-0.0100179103565459,0.5832002866190066,-0.15342774439370746,-0.9740686608640939,-0.1702725199244967,0.25119612520973145,0.005299159223189167,0.011487012216256254,0.008364449241720414,0.17053792766471015,0.5377190765724171,0.17885492752556706,-0.5501236979166666,0.10013671875000002,0.8204720052083333,0.00847605315073411,0.008439164560375403,0.0036039097146977274,0.32902720038952205,0.15133651565166872,0.014291112029791784,1.0,2,1414580828056,1414580833055
-0.05420408534053156,-0.4299957174003322,0.8938401941445183,2.150612680090886E-5,3.5826893211863326E-6,4.460279859709713E-4,0.19665918847932787,-0.055922691925298064,-0.0735671914605861,0.40021277421357615,0.7447291494205298,-0.5572485513245033,0.0012192361250072902,0.0011368504960855208,0.001515432740802123,-0.3572875263620193,0.20593506987947707,0.11285403329725303,-1.0088053385416667,-0.08626627604166667,0.328134765625,4.551216644321112E-6,2.8479447465809393E-5,4.200536670493421E-6,-0.18957664984049352,-0.05802858499424158,0.005142826471369561,-0.524047446013289,0.20616824127906977,0.8353372871677741,6.238867674159017E-6,3.175510731778404E-4,0.0010379641713494068,0.10497726679995031,-0.0042496451023021535,0.19690292449229635,1.0,4,1414580926016,1414580931015
-0.054200862794612795,-0.4300130208333333,0.8886225536616161,2.3842660666314845E-5,2.1238584776182436E-5,6.236586777720663E-4,0.14995230831963222,-0.09949231292451387,-0.07032149953102347,0.3989635942760943,0.7498684764309764,-0.5512514467592593,0.0010309728568109469,7.203933767196708E-4,0.0015323875663994075,-0.3144375302631195,0.14014624153095961,0.11253948054948475,-1.0087594696969697,-0.08311303135521886,0.32812171191077444,4.622508618403999E-6,1.7645085885251597E-4,4.423620356084933E-6,0.15579078707406335,0.043002225038369465,-0.07122770684962826,-0.524229929503367,0.2036083491161616,0.8336588541666666,7.079875396525756E-6,4.0550567789413597E-4,0.0010176800392769467,0.06862626795202413,0.04917083464792518,0.21854277765881128,1.0,4,1414580928516,1414580933515
-0.05353995686026936,-0.4297203808922559,0.8891190551346801,4.397519932874543E-6,2.0747775321597376E-5,6.10911278807549E-4,0.14866606608571736,-0.1186607033286361,-0.03871435092261077,0.38258463541666665,0.7527083333333333,-0.5628287760416667,6.156706623940694E-4,6.841021211383867E-4,8.315752873585506E-4,-0.026282990077817786,-0.04624575863294629,0.16735468228110784,-1.0085343070652173,-0.08400397157190637,0.32808580685618727,4.869666432096022E-6,1.72557061466313E-4,5.342875213907287E-6,0.10151971348915068,0.04308216072082274,-0.07834355955795222,-0.5245865885416666,0.205224609375,0.835771484375,6.952051866546282E-6,3.235547438911774E-4,0.001051288241128063,0.014657347492225255,0.1333061895198125,0.20460118627671015,1.0,4,1414580931016,1414580936015
-0.05344401041666667,-0.42970703125,0.892294921875,3.634764332170599E-6,3.871726351836853E-6,5.055933732252851E-4,0.026901402172916988,-0.1518751870491517,0.029000777030859088,0.37976601432724255,0.7357408897425249,-0.565063071013289,0.0010342842558293643,0.0015082427961617744,7.681229212223355E-4,-0.32564571548670107,-0.01735750156186685,0.16210687395522802,-1.00816613891196,-0.08592776681893688,0.3280244237956811,4.1890234118152166E-5,8.470843664699477E-5,5.212807048066785E-6,-0.012162682965101321,0.1549568037485635,-0.0682425536957316,-0.5240983072916666,0.20771809895833332,0.837119140625,1.594019308270949E-5,2.4367047525701465E-4,0.001066883335942808,-0.15072971808348803,0.023813130312745668,0.06805798812557626,1.0,4,1414580933516,1414580938515
-0.053951022632890366,-0.43042397736710963,0.8915885849252492,4.182838786348033E-6,4.0638628988170955E-5,5.046715636057967E-4,-0.029211715230385644,-0.06626003227319277,-0.04469512969909419,0.3854144819630873,0.7281780882969799,-0.5452069788171142,0.002170634809015642,0.001869604320490348,0.0023395127340475417,-0.40092939172201053,0.18480480605293295,-0.26163234628025905,-1.0082566889632107,-0.0848596885451505,0.3267401755852843,6.061317286468143E-5,1.0332896710458916E-4,9.062063765979096E-5,0.011892818412794713,0.05503032387632493,-0.1538455891525681,-0.5218033196548821,0.20475260416666669,0.8341191866582491,1.3667609197165465E-4,3.8140528910868835E-4,0.0010610636507090328,-0.11508281076971844,0.024050050177250194,0.028396438472112998,1.0,4,1414580936016,1414580941015
