mean_x_device_one,mean_y_device_one,mean_z_device_one,var_x_device_one,var_y_device_one,var_z_device_one,cor_xy_device_one,cor_yz_device_one,cor_zx_device_one,mean_x_device_two,mean_y_device_two,mean_z_device_two,var_x_device_two,var_y_device_two,var_z_device_two,cor_xy_device_two,cor_yz_device_two,cor_zx_device_two,mean_x_device_three,mean_y_device_three,mean_z_device_three,var_x_device_three,var_y_device_three,var_z_device_three,cor_xy_device_three,cor_yz_device_three,cor_zx_device_three,mean_x_device_four,mean_y_device_four,mean_z_device_four,var_x_device_four,var_y_device_four,var_z_device_four,cor_xy_device_four,cor_yz_device_four,cor_zx_device_four,activity,segment_number,first_timestamp,last_timestamp
0.47617383465719065,0.7938603940217391,-0.16060043896321066,3.120231589886538E-4,5.097156855257878E-4,0.0022582436262944478,0.4878561529800232,0.02392015883150953,0.04479970359170597,-0.3623669515520135,0.6491420669043624,0.6421258913590603,0.00233440138624366,0.0028908915232338426,0.004382798467693045,0.3889707932242805,-0.7738133653468239,-0.3790011779939175,-0.802335314576412,-0.13279303363787376,-0.6017993407392026,0.0016515310209322882,9.29641343430427E-4,0.001336381580610476,-0.07067648572101275,0.06519897219977923,0.27518246160698095,-0.0982682291666667,0.9366796875000001,-0.1945735677083337,0.0017973290212709885,0.0039595674750796915,0.052229697047800255,-0.382166173724032,-0.39477998646608004,0.3865248662438538,1.0,1,1412675215185,1412675220184
0.4988464765100671,0.8113071518456376,-0.18428520868288586,8.863976178830738E-4,9.157372887297865E-4,0.002486436377217524,0.36420694093967154,0.06853673410051202,-0.07665226794842125,-0.33406901041666665,0.7192968750000003,0.5885579427083333,0.0029538379358740336,0.0031898266336192168,0.001997201073262736,0.479387652790637,-0.5484272037114776,-0.3465645948639491,-0.819375,-0.1580859374999999,-0.5819303385416668,0.0017244266267604262,0.0016561006782046907,0.002056503923175842,-0.027881679674388576,-0.36287820243750585,0.23686553729226187,-0.08954326923076927,0.9106526964882943,0.16980102947324488,0.0016980641394099692,0.005026045194718628,0.10963525842949734,-0.5129256998078389,-0.6294753461915886,0.6862881171037565,1.0,1,1412675217685,1412675222684
0.35972447219899595,0.8636862458193979,-0.1901096101588629,0.06455099729573197,0.004390968013132453,7.05571397354658E-4,-0.8173268266622045,-0.1358398825992185,0.15948349922707014,-0.3284973348662208,0.7418021007525084,0.5716483329849498,0.0015139244870597305,0.0013602129771025447,0.0012917727648734262,0.6466568074584464,-0.0730961063613848,-0.1076778878132947,-0.8237025199915825,-0.1964238741582492,-0.5766552241161615,9.185817007567649E-4,0.004791264083151367,0.0013853609317838892,-0.27703539771941,0.24831804876322833,0.08602668253074927,-0.0361754142197986,0.8729289010067114,0.4378408137583893,0.0018097862503292754,7.288115626849278E-4,6.399755275546081E-4,-0.20029461771501567,-0.3366104034640072,0.24279039673506733,1.0,1,1412675220185,1412675225184
0.0493294270833337,0.9483756510416669,-0.15530273437500003,0.06559197463053658,0.004862920565482899,0.0026736713332874717,-0.6828925952591413,0.28213085312051533,-0.22979852997207242,-0.33904742554530204,0.7083093015939597,0.5605599832214765,0.001746517557064818,0.0018076193366883514,0.0015180374116888727,0.36574437569260243,-0.19841953494870368,-0.3786895618026623,-0.8211036811440678,-0.2419723252118644,-0.5937301377118644,9.526407458880336E-4,0.006969674681209717,0.0016360635756346694,-0.26199078544599363,0.24377810685786253,0.035279258682240716,-0.007035169314381254,0.8761496655518395,0.4395053825250836,5.120480786520244E-4,6.09518234685509E-4,5.748644573183166E-4,-0.11208913115265656,-0.2974427268401353,0.025329958897835268,1.0,1,1412675222685,1412675227684
0.5098597124169435,0.805608907807309,-0.19534818833056478,5.090147844316686E-4,5.543137864020979E-4,3.646869596056762E-4,-0.6197922311272017,0.21458778146086047,-0.27045678422677477,-0.3070007526993355,0.7537667410714286,0.5405127439784053,5.463220801200315E-4,2.7307147071475087E-4,1.0084528199594037E-4,0.13641036421867425,-0.12384857120774667,-0.19992935066311013,-0.8827796191077442,-0.20779737478956228,-0.5808080808080808,3.5628004106206705E-4,2.578084815328456E-4,1.7142959738441653E-4,0.10383954895482146,0.26516067968989804,0.16247031315121,7.656769102989988E-4,0.8696207952657807,0.44770361814784054,5.970413317844054E-4,7.43323101157762E-4,5.779598612061893E-4,-0.14518407242590542,-0.09432936508997644,0.1378457707175571,-2.0,2,1412675265565,1412675270564
0.5217704387626263,0.79623382260101,-0.1992779356060606,2.3033656027354125E-4,5.148583801919382E-4,1.6760474633819043E-4,-0.4003448533056214,0.34503944734961356,-0.3585319351463659,-0.2929064859479866,0.75634765625,0.5376500891359061,1.9300758988160177E-4,6.348998458297165E-5,7.808454410667705E-5,-0.03650539505422109,0.013521758800594792,-0.06490702552884796,-0.8855185974326599,-0.21166087962962962,-0.5872757523148148,6.572759143865103E-5,7.221195194217658E-5,2.783459347408926E-5,0.04220022836078982,0.16173126481311373,-0.058137343809509495,-0.03024394400167784,0.8628880033557047,0.45371486996644295,0.0013997778850385854,6.129065036849116E-4,3.4346813358533364E-4,0.18140099957919495,-0.08534299760417041,-0.10393924304993087,-2.0,2,1412675268065,1412675273064
0.5181876572986577,0.803632288171141,-0.19810127411912754,4.2100356015378244E-4,7.063871027695819E-4,2.640579535166853E-4,-0.429105439375264,0.39219959395309434,-0.40662919539415776,-0.29502278645833335,0.7576920572916667,0.5366829427083334,3.130341745672147E-4,7.254420847132563E-6,5.86168316827303E-5,0.08508197472494473,0.02565159491848628,-1.5391402309432756E-4,-0.8863964521452146,-0.21244585396039603,-0.5867851433580858,2.7489178069127312E-5,6.374822867580289E-5,1.0341112098779738E-5,0.12638952711038548,-0.07800346618809628,0.07019831634704575,-0.07153895728114483,0.8584510469276094,0.4542002051767677,4.4982675664667165E-4,4.758613755481891E-4,2.6933879368037716E-4,0.15809952244662476,-0.1482814134009366,-0.12289856335938422,-2.0,2,1412675270565,1412675275564
0.5206510416666666,0.8025520833333333,-0.20215494791666666,3.359534562364985E-4,7.113694240948556E-4,1.7298818564866834E-4,-0.3300819386712297,0.1911800993908489,-0.353677805105411,-0.2917838541666667,0.7573404947916667,0.5363444010416667,1.8553062957797587E-4,2.2514740891812736E-5,3.6523227840495754E-5,0.021612032671492917,0.014839556831058183,0.01740250636493692,-0.8863715998754153,-0.21355897009966776,-0.5867453540282392,2.8835816240785876E-5,2.376879568511863E-5,1.8078538930561326E-5,0.04204098239589761,0.018185886218333128,0.08890007210988952,-0.080869140625,0.8594563802083334,0.451943359375,1.4268170232358186E-4,4.902042805683392E-4,2.887425055870646E-4,-0.046730442619749006,-0.18462818329233127,-0.030705814646125405,-2.0,2,1412675273065,1412675278064
0.5186592025501672,0.8154819450250836,-0.2306255225752508,1.5688446624434599E-4,4.8536628304778734E-4,0.0014745222460163716,0.2631705742211427,-0.7674434616755681,-0.15269659641954456,-0.31726282529863487,0.7626986454778157,0.5582237894624573,5.346571804458439E-4,2.3995349136217773E-5,7.702976017960481E-4,0.16248020095011925,-0.27553292282076075,0.4448662477183672,-0.8834865582912458,-0.2091093223905724,-0.579893992003367,4.866815956331642E-4,6.511849477929176E-6,1.0429021821615209E-4,7.881349668995616E-4,-0.27691752472148495,0.09533930671723585,-0.006485542981727575,0.8894537738787376,0.46814005398671094,6.146597835840714E-4,1.3167190129310646E-5,0.001358453680906583,0.1821746942668607,-0.04341338134531105,-0.026330033038735556,1.0,3,1412675298065,1412675303064
0.5202685874580537,0.8155443844379194,-0.22308226719798654,1.6440162738859268E-4,5.265081426888442E-4,0.0013638354747483364,0.12309551278684068,-0.4614232232105305,0.06626739650235546,-0.3143396511883803,0.7629188215228874,0.5581845565580986,5.76488257273205E-4,1.9269354316241685E-5,7.706265982770874E-4,0.08573419695345018,-0.19409695300728103,0.34659965675754334,-0.8864420572916667,-0.20926432291666666,-0.5804720052083333,3.007388566781575E-4,6.912852343641138E-6,9.807279410303759E-5,0.06039496905784927,-0.13801590536496064,0.004128257254364238,0.0023483225334447883,0.8889625574832776,0.45342221467391297,4.7768853157099825E-4,1.857569021225103E-4,0.001293346559754399,0.07459076385949892,-0.1777098432958611,-0.15546934758638514,1.0,3,1412675300565,1412675305564
0.51875,0.8124088541666666,-0.22182942708333336,2.126598039199674E-4,5.102106134761271E-4,0.0010084546024318258,0.0682034171419132,-0.4749047967433886,0.13124160384607791,-0.3148884600903615,0.7623031187248996,0.5585270770582329,5.748868683549248E-4,1.038981775095277E-5,7.614314146865937E-4,0.10396312967187674,-0.11002398287583066,0.5487164160567585,-0.8866120395281457,-0.20883562706953643,-0.5808639021109272,1.7169747729550225E-4,5.51608195727353E-6,1.6059581943503608E-4,-0.0652745193046331,-0.07494033090260432,0.0348702043123211,0.014215494791666696,0.8893391927083333,0.44439127604166667,2.138847066141427E-4,1.853028002922885E-4,9.436082255215681E-4,0.14122598410579507,-0.22592874080112307,-0.1033827771103219,1.0,3,1412675303065,1412675308064
